pid,Price,tid,Sale_Year,Home_Size,Parcel_Size,Beds,Age,Pool_Val,CBD_DIST,X_Coordinate,Y_Coordinate
2861,144.425,9422,2004,1264,6711,3,10,0,19089.35,596411.6,1542655.0
2862,137.528,8353,2003,1681,11412,3,26,0,16750.63,507945.0,1579046.0
2863,215.743,2603,2002,1651,2176,3,3,0,10589.52,529926.5,1565503.0
2868,148.175,1034,2004,1536,10320,3,26,0,7938.74,525521.9,1555430.0
2869,180.542,4602,2000,2166,11486,4,1,0,17709.21,476793.7,1528085.0
2870,112.774,3197,2004,1248,7720,3,24,0,12490.63,545553.9,1491530.0
2874,115.164,3166,2003,1212,13006,3,18,0,13321.06,494761.0,1548571.0
2875,247.23,8913,2004,2694,6696,4,1,0,20929.29,509968.1,1467068.0
2877,140.129,1602,2001,1772,8432,3,0,0,21358.85,465201.7,1539150.0
2878,59.402,2056,2001,984,2223,3,10,0,21942.99,462829.0,1531907.0
2881,269.506,2348,2000,2707,10952,4,0,1,21295.42,510950.8,1465415.0
2882,195.378,9790,2001,2081,6601,4,8,1,19901.72,522252.0,1467005.0
2886,784.427,5357,2001,4218,28028,4,0,1,19263.98,471912.2,1522590.0
2891,135.52,9374,2003,1874,4999,4,0,0,19106.25,498993.4,1582550.0
2892,124.876,8782,2000,1647,14799,3,21,1,6105.01,552787.7,1522198.0
2893,277.633,8150,2004,3263,10848,5,0,0,20585.64,529214.3,1463771.0
2895,38.385,5412,2002,696,7787,2,43,0,9580.1,565305.8,1538855.0
2896,267.369,6538,2003,2649,9000,3,2,1,14061.7,576008.6,1551946.0
2897,109.152,2599,2000,1766,9752,3,8,0,10660.61,509572.6,1555302.0
2898,82.748,224,2000,1170,6500,3,6,0,24193.85,485297.6,1593152.0
2900,49.756,8109,2003,851,7899,2,42,0,15615.9,486533.8,1548229.0
2902,224.11,2845,2004,3114,7209,4,0,0,21841.55,583338.4,1478315.0
2903,474.327,1225,2004,2423,15528,4,9,1,5855.17,548945.8,1544144.0
2904,267.338,3235,2004,1968,3562,3,0,0,3656.5,534766.7,1543098.0
2905,249.065,3558,2000,2798,13009,5,4,1,20627.43,598938.1,1552870.0
2906,119.74,200,2003,1422,5361,4,15,0,15794.23,524465.6,1480310.0
2907,136.112,6294,2002,2444,7689,4,0,0,19890.28,599701.3,1538439.0
2909,221.364,645,2004,2354,9368,4,7,0,19673.39,599403.3,1531267.0
2910,138.084,6632,2001,1960,5469,3,0,0,14082.82,580965.3,1528211.0
2911,208.392,2496,2001,2479,6830,4,3,1,22696.79,509791.6,1460944.0
2912,138.328,2016,2004,1264,5400,3,2,0,21498.23,601261.6,1554886.0
2913,143.369,6247,2003,1507,2899,3,0,0,22497.92,608190.9,1522669.0
2914,225.8,2660,2004,2191,5417,4,4,1,20033.43,600584.7,1531358.0
2915,126.03,8741,2004,1232,1705,2,0,0,13425.4,569906.9,1504439.0
2918,92.277,7154,2000,1202,6412,3,0,0,6404.32,528834.2,1551241.0
2919,255.564,6482,2003,3290,9636,5,3,1,19630.33,599260.1,1530572.0
2920,242.483,502,2003,2591,11562,5,3,1,19673.21,503568.6,1587588.0
2921,132.118,359,2005,1077,10925,3,21,0,8132.41,525549.5,1556120.0
2922,91.819,614,2000,1495,5980,3,9,0,15003.37,503992.2,1569481.0
2923,170.684,8900,2000,2054,13335,4,11,0,23878.87,481287.7,1588319.0
2925,127.682,9608,2001,1872,7725,3,8,1,14343.48,489166.4,1542511.0
2926,247.23,3232,2004,3462,8929,5,10,0,18826.62,596624.4,1531015.0
2927,194.072,2070,2000,2677,14704,4,14,1,13360.36,498376.7,1506739.0
2929,216.707,223,2002,2811,5604,4,0,1,21405.51,604117.5,1519459.0
2930,140.796,5333,2002,2180,5694,4,0,0,21257.17,600654.4,1554231.0
2933,171.439,3954,2003,1763,12287,2,23,1,5925.95,533706.9,1550513.0
2934,439.592,9125,2004,3669,22000,4,15,1,13748.71,495443.0,1509093.0
2935,334.984,9141,2001,3258,14548,4,11,1,11615.02,500313.3,1514933.0
2939,118.324,2250,2004,1092,9521,3,24,0,9675.26,565064.0,1540824.0
2941,113.603,617,2001,1526,9710,3,9,0,13854.58,580088.9,1526654.0
2942,126.38,61,2002,1277,4401,3,0,0,23470.03,458654.8,1519545.0
2943,166.918,8734,2003,2052,9160,3,0,0,13820.69,491679.1,1545057.0
2946,303.452,5124,2004,4135,7200,4,0,0,22494.89,461821.7,1520175.0
2947,86.825,6973,2000,1448,12574,3,37,0,7422.95,559197.3,1530880.0
2948,222.54,877,2004,2229,5219,4,2,0,23409.79,611073.1,1521569.0
2949,235.77,465,2001,2873,212018,4,7,0,10345.12,508181.8,1552128.0
2950,114.576,2204,2001,1874,5500,4,0,0,19692.73,470318.5,1534913.0
2951,228.758,3066,2004,1147,7228,3,19,0,2523.84,529961.8,1537794.0
2952,547.867,7711,2000,3851,11818,5,0,1,17255.0,495410.4,1490446.0
2953,232.305,4637,2004,2864,5498,4,0,0,13949.23,579264.6,1520052.0
2954,114.574,6595,2001,1354,13765,3,10,0,16336.19,527123.7,1478038.0
2955,116.557,7100,2004,1086,6975,3,48,0,6609.92,529178.0,1552040.0
2956,121.515,7796,2003,1425,7510,3,15,0,9886.72,519820.5,1502333.0
2957,141.485,5227,2003,2174,20126,3,0,0,6501.21,535894.6,1509787.0
2959,121.044,9994,2003,1334,4676,3,4,0,8324.09,562019.3,1533825.0
2960,152.835,6609,2000,1341,6825,2,50,0,2864.43,537717.2,1522149.0
2962,232.929,2048,2004,3382,5250,4,0,0,17161.52,525013.9,1475639.0
2964,116.227,5466,2003,1132,9935,3,16,0,10845.77,499243.4,1531029.0
2965,123.185,1088,2001,1412,9908,4,0,0,14081.39,580702.6,1536760.0
2966,104.5,1335,2000,1352,10150,3,8,0,13599.59,579219.3,1526377.0
2968,109.552,9469,2001,1485,11263,3,43,0,6173.26,531709.8,1551115.0
2969,86.883,1546,2002,1116,7709,3,41,0,8899.76,562329.1,1521234.0
2970,197.194,5415,2001,2606,8400,4,3,0,19528.97,598901.2,1533005.0
2972,132.554,3876,2004,1475,11624,3,23,0,11120.88,570928.8,1536463.0
2974,94.806,1257,2001,1241,4405,4,0,0,6898.67,512700.6,1526333.0
2975,222.965,6645,2003,2894,5500,5,0,0,21656.79,605566.9,1524092.0
2976,90.908,5480,2001,1334,6478,3,0,0,20940.15,489640.8,1582870.0
2978,123.022,5094,2004,1584,7730,3,0,0,21186.82,465818.0,1539551.0
2979,249.115,5694,2000,3095,12057,4,0,0,17891.66,476386.6,1525474.0
2983,58.258,1543,2001,1283,10123,3,11,0,8466.13,508376.6,1539578.0
2984,122.546,2560,2004,1208,7624,3,7,0,11383.43,565286.9,1509452.0
2985,114.499,1573,2002,1599,12350,3,0,0,18831.13,473035.4,1531582.0
2987,150.262,6890,2005,1757,1920,3,1,0,19873.97,543639.6,1466469.0
2990,104.149,2324,2004,1440,8160,4,20,0,10501.04,524191.3,1563876.0
2991,189.251,3824,2004,1939,5750,3,0,0,23002.81,609927.3,1523304.0
2992,349.101,4654,2004,2084,15924,3,15,1,5069.47,546326.0,1543131.0
2993,131.232,5928,2001,1551,9999,3,14,1,19518.3,472138.4,1544228.0
2995,111.846,6855,2003,1142,5329,3,6,0,13801.81,580120.3,1532186.0
2996,152.502,7882,2004,1769,9127,4,2,0,29251.27,629702.2,1516376.0
2997,168.273,8112,2001,3040,6463,5,0,0,18863.58,529251.8,1469441.0
2998,561.259,4946,2005,4546,19354,4,21,1,16366.08,493282.5,1497063.0
2999,94.154,3282,2001,1269,4500,3,0,0,9985.86,505109.5,1544896.0
3000,124.373,7262,2000,1421,10439,4,19,0,3607.01,545185.1,1525349.0
3004,271.163,1075,2004,3324,8107,5,4,0,20155.69,600481.3,1522938.0
3005,72.865,7308,2002,1200,1325,2,11,0,17877.24,540276.2,1472678.0
3007,301.513,6244,2004,2927,10152,4,0,0,20201.45,485397.2,1486922.0
3009,138.917,820,2002,2224,5742,4,0,0,21169.54,600452.0,1553938.0
3010,123.785,3614,2004,1377,8482,3,14,0,19979.47,599015.4,1544540.0
3012,121.121,673,2005,1356,6500,3,33,0,11932.68,568699.4,1511425.0
3014,96.537,6216,2002,984,7000,2,30,1,9919.25,557863.6,1508086.0
3017,115.502,3815,2004,1058,6497,3,34,0,9775.37,532237.4,1499121.0
3018,122.424,5617,2000,936,6000,2,15,0,19571.7,597650.6,1544525.0
3019,131.624,9953,2002,1874,8492,4,0,0,15884.1,585161.6,1517496.0
3020,310.004,4018,2003,4846,4807,6,0,0,15924.88,497024.3,1495017.0
3023,105.248,3369,2005,1080,7782,3,27,0,8918.72,523433.9,1558056.0
3024,99.288,1461,2000,1536,7395,3,13,0,18915.81,538286.9,1469113.0
3025,92.313,3238,2003,1031,1370,3,29,0,7174.48,557498.6,1524706.0
3031,254.542,4714,2002,2198,9152,4,11,1,7200.43,549216.4,1512342.0
3032,224.092,6070,2004,2005,7663,4,1,0,22379.01,466289.0,1504721.0
3034,165.642,3137,2001,1812,7932,4,8,0,16601.19,480468.8,1527533.0
3036,88.49,1229,2002,1360,6080,4,0,0,7122.95,511475.5,1531972.0
3039,250.506,3279,2001,3840,16986,4,-1,0,6273.09,537447.1,1551519.0
3040,106.491,2797,2000,1303,14712,3,14,1,11374.15,504443.6,1552772.0
3041,322.061,8926,2000,3972,10400,5,0,1,19046.73,596461.1,1520612.0
3042,110.828,6891,2004,1000,7978,3,22,0,15428.23,487664.1,1549500.0
3045,106.503,8714,2003,1298,6503,3,24,0,16023.66,523178.0,1479817.0
3047,116.334,2322,2003,1197,6242,3,7,0,10615.01,504039.0,1547379.0
3048,160.014,4962,2003,1624,5502,4,0,0,18543.05,576531.4,1486768.0
3049,190.19,7632,2002,2025,7137,4,0,0,20979.1,510187.6,1466808.0
3051,64.956,843,2000,1244,7751,3,40,0,9005.28,562765.6,1521430.0
3053,315.561,8600,2003,3028,11047,4,9,1,20750.43,521866.5,1464242.0
3056,214.293,4043,2001,2519,9669,4,0,0,20696.0,529367.6,1463395.0
3058,141.202,6613,2003,1612,6081,3,21,0,15944.83,513778.0,1483191.0
3059,83.306,4308,2001,1470,7865,3,28,1,9706.37,534144.8,1499249.0
3060,191.374,3631,2004,1821,15322,3,5,0,14724.48,492066.8,1553575.0
3064,425.267,8085,2000,2887,11697,3,0,1,18495.44,482222.0,1500826.0
3065,172.405,8889,2002,1905,5807,3,0,0,10005.97,536423.5,1498297.0
3066,150.251,2293,2002,1385,8133,3,41,0,3199.0,543590.9,1525302.0
3067,110.039,1703,2001,1892,7108,3,12,0,18166.65,524091.0,1472452.0
3069,37.645,2748,2001,806,6809,2,53,0,5760.87,517605.3,1523315.0
3070,113.913,2571,2002,1538,11513,3,20,0,17363.13,525591.2,1474868.0
3071,161.519,5660,2000,1952,8114,3,2,0,20245.51,527807.6,1465026.0
3072,120.67,505,2002,1350,5722,3,2,0,21471.8,491953.4,1587007.0
3074,77.408,839,2005,1148,7539,3,17,0,7709.58,511608.1,1541134.0
3075,101.261,1926,2002,1232,10358,3,32,0,10848.67,519592.7,1563274.0
3077,315.472,9257,2002,3590,10397,5,5,1,18070.38,498314.0,1484371.0
3078,248.945,5335,2005,960,212142,2,18,0,25235.25,453527.1,1515346.0
3079,125.328,6296,2002,1604,5406,3,7,0,14649.55,580675.7,1516594.0
3080,235.894,2046,2003,2437,12091,4,10,1,14910.27,486989.0,1541356.0
3081,160.317,456,2003,1548,10491,3,38,0,5015.99,529186.0,1546560.0
3084,173.313,3256,2003,954,8426,2,23,0,3114.22,528460.1,1539085.0
3085,192.049,2504,2004,1711,7765,3,0,0,19962.22,580454.1,1484074.0
3086,618.694,9454,2002,3140,5771,4,1,1,15815.72,498316.8,1494211.0
3087,187.712,6692,2004,1888,5502,3,0,0,20045.15,580393.1,1483637.0
3088,194.989,3754,2003,1954,10577,4,8,1,19928.98,502259.0,1587813.0
3090,128.691,2944,2001,1696,5646,3,9,0,13972.16,579471.9,1541645.0
3091,90.858,9227,2004,1453,7254,4,26,0,9738.14,566059.9,1524276.0
3092,140.321,8647,2000,1847,8730,3,0,0,14469.93,582282.7,1529069.0
3094,133.499,6461,2004,1294,7277,2,28,0,3691.33,542696.3,1521879.0
3095,104.973,3743,2003,1304,8965,3,22,0,10077.99,565454.6,1518581.0
3097,224.763,1521,2005,1865,22546,4,32,0,6503.97,550206.2,1516285.0
3099,125.401,1127,2002,1873,10060,3,21,0,15096.14,514829.2,1485769.0
3100,211.44,1968,2004,2153,7700,4,0,0,21421.68,604990.5,1526494.0
3101,277.447,775,2004,2757,8389,4,1,0,21246.33,469820.7,1505895.0
3102,143.779,5700,2002,2196,7802,4,0,0,23947.53,478781.2,1586200.0
3105,200.99,6286,2001,2267,11625,4,12,1,22221.08,519233.3,1459858.0
3106,147.89,4091,2003,1798,8369,3,15,0,10816.42,516899.8,1561732.0
3107,82.532,3640,2001,1050,5996,3,26,0,7731.78,536453.1,1505774.0
3108,217.588,7101,2003,2603,6158,3,0,1,23602.95,457721.4,1523756.0
3109,175.19,5542,2003,1786,14820,3,0,0,24180.47,484038.4,1592066.0
3110,154.037,2544,2004,1524,6744,3,12,0,15093.98,582644.2,1518121.0
3111,98.756,7149,2001,1648,10925,3,18,0,10659.38,506804.5,1552028.0
3112,283.785,4671,2002,2431,9845,4,0,1,20845.0,511881.9,1466651.0
3113,122.223,2773,2001,1549,8329,3,6,0,20653.56,539618.1,1463482.0
3114,271.032,318,2001,2553,13091,4,2,1,20228.55,469384.4,1519982.0
3116,462.553,7015,2001,2571,17478,3,4,1,19071.78,576587.6,1484464.0
3117,223.627,8011,2003,2548,13914,3,8,1,19853.48,504608.9,1588820.0
3118,128.2,1426,2002,1244,7399,2,32,0,2989.41,543577.0,1535554.0
3120,208.663,2054,2005,1667,11137,3,8,1,10266.69,547634.3,1499928.0
3121,102.29,6220,2002,1319,9599,3,23,0,7762.34,524871.3,1554543.0
3122,234.081,8182,2000,2369,13880,4,7,0,17627.42,494092.9,1490026.0
3123,126.396,6928,2000,2026,7873,4,11,0,18828.39,525045.9,1470084.0
3125,79.43,6688,2000,1068,10447,3,48,0,7135.15,558184.4,1529298.0
3126,194.597,5717,2004,2694,5500,4,0,0,22654.53,461628.8,1518131.0
3127,381.375,2985,2004,3932,9750,3,0,1,22541.73,461275.1,1523229.0
3128,145.885,5476,2001,1692,5383,4,0,0,19975.17,545844.4,1466471.0
3131,184.3,1198,2004,2293,6999,4,0,0,19396.44,598337.4,1535569.0
3132,146.089,7043,2003,1569,9078,3,38,0,4190.23,544687.8,1540693.0
3133,131.453,9485,2003,1345,12031,3,18,0,10909.27,499164.0,1528034.0
3134,131.008,7710,2003,1408,5120,3,5,0,12053.84,513411.1,1564354.0
3135,109.328,154,2000,1554,6943,2,18,0,15603.6,515475.1,1483688.0
3136,907.146,9920,2003,4638,48193,3,2,1,8814.42,535893.6,1559970.0
3138,73.648,4503,2000,1092,7498,3,29,0,12000.39,498372.1,1545997.0
3139,147.043,5698,2001,1140,10553,2,11,0,5495.88,529720.7,1548392.0
3141,168.617,9965,2003,1856,5497,3,0,0,21615.32,605499.3,1524828.0
3142,97.793,5391,2003,1216,721,2,0,0,10272.36,517935.2,1560269.0
3143,139.668,8921,2002,2200,7251,4,0,0,17902.81,503707.7,1580935.0
3144,158.252,7219,2003,1565,5000,3,-1,0,13788.74,578462.9,1519070.0
3145,577.726,1945,2001,3892,283284,4,22,1,4284.28,538338.4,1516704.0
3146,187.997,8260,2004,2868,6000,4,0,0,12817.22,499163.1,1553395.0
3147,115.083,768,2002,1448,11801,4,19,0,11272.82,507508.2,1556036.0
3148,93.702,5898,2004,888,10211,3,41,0,6877.59,555781.8,1539511.0
3149,304.647,5987,2002,3062,8139,4,0,0,23503.72,610864.8,1518060.0
3150,209.457,364,2005,1642,7594,3,13,1,16312.35,481365.0,1528460.0
3151,218.662,2981,2003,1796,10997,4,39,0,8085.55,539985.0,1557130.0
3154,270.03,3074,2004,2480,8504,4,5,1,19750.17,599650.3,1530266.0
3155,131.247,5413,2004,1731,8266,3,16,0,9271.74,512977.3,1552267.0
3156,256.971,5135,2003,2060,4650,3,0,0,15953.24,497057.5,1494847.0
3157,84.596,1220,2000,1095,6558,3,15,0,7802.48,511672.7,1542016.0
3158,163.71,5032,2004,1865,6638,3,0,0,20039.57,469146.8,1527699.0
3159,193.52,8614,2005,1148,6885,2,15,0,4737.63,537215.1,1546463.0
3160,203.949,1487,2003,1874,10299,3,18,0,5538.64,541087.3,1514029.0
3162,172.739,452,2003,1599,7381,3,9,1,12755.59,493967.6,1522027.0
3164,108.515,2187,2003,994,8394,3,25,0,6149.24,549574.5,1517311.0
3165,196.041,2090,2003,2358,18507,4,18,1,9147.07,548551.2,1504393.0
3166,251.717,2253,2004,1440,7698,2,34,0,1282.14,538345.4,1533420.0
3167,287.811,3497,2005,2054,20171,4,20,0,17012.26,492873.1,1494268.0
3168,236.427,9651,2003,1416,9143,2,38,0,4717.31,544941.8,1542827.0
3169,106.17,6093,2001,1457,6301,3,0,0,16944.37,496968.6,1571823.0
3170,237.082,9248,2002,2223,9762,4,23,1,7314.6,555311.1,1543631.0
3171,167.887,9882,2001,2236,12528,3,9,0,23220.52,481244.2,1585279.0
3172,141.376,6796,2003,1392,9400,2,33,0,1928.14,529581.1,1534623.0
3173,287.302,6411,2003,2326,12053,4,19,1,5862.9,544100.8,1514233.0
3176,603.205,1102,2003,3956,29412,6,8,1,17311.05,492530.1,1493176.0
3177,141.721,68,2001,2042,14352,3,46,0,3794.07,543850.3,1539680.0
3179,88.868,1365,2002,1673,17111,4,16,0,13785.39,574028.0,1553702.0
3180,260.136,9624,2000,2750,10444,4,0,1,19438.37,598029.5,1522349.0
3183,637.307,42,2003,4166,43718,4,6,1,19456.87,471751.8,1521198.0
3184,229.748,26,2003,3492,8997,5,0,0,14703.4,492322.2,1553927.0
3185,185.675,3159,2004,1731,11165,3,47,0,9692.71,544259.8,1561484.0
3186,122.971,7486,2000,2137,23870,3,21,0,16209.07,481949.5,1536837.0
3187,157.083,5533,2002,1576,11806,3,22,0,15364.18,495984.7,1498955.0
3188,114.491,2158,2003,1475,12710,3,17,0,11053.4,500629.2,1543175.0
3190,131.663,2069,2001,1592,11244,3,20,1,10479.94,518662.4,1561452.0
3191,164.787,5721,2004,1992,8247,3,8,0,17117.22,585987.6,1554325.0
3192,179.486,9799,2003,1836,7331,4,2,0,21120.11,603878.9,1524955.0
3193,80.872,1906,2000,1342,8353,3,45,0,6075.56,530562.9,1550574.0
3194,176.778,2586,2004,1863,7273,3,0,0,23048.88,608618.9,1514413.0
3195,270.184,5545,2004,3423,11571,5,0,0,21051.25,467046.1,1517763.0
3196,110.561,4907,2003,1272,7998,3,14,0,10566.55,508594.7,1553769.0
3197,138.215,3339,2000,1973,6125,3,0,0,21274.32,601814.1,1550821.0
3200,140.372,5201,2004,1757,3177,3,0,0,23275.91,609730.3,1516051.0
3203,227.751,8787,2004,2518,5499,4,0,0,17288.43,575228.9,1491250.0
3205,84.275,2378,2002,1146,3400,3,6,0,7404.23,535995.7,1555370.0
3209,183.103,9556,2002,1784,5648,4,17,0,1427.41,539503.6,1530692.0
3211,114.683,7803,2004,1257,8516,3,5,0,8835.36,510431.8,1546758.0
3212,78.978,2349,2002,727,11627,2,50,0,7001.02,557783.8,1529954.0
3213,102.667,8954,2001,1366,7874,3,15,0,11229.67,499635.4,1542016.0
3214,178.116,4695,2002,2154,6037,3,0,0,23111.04,609792.5,1519491.0
3215,189.665,4658,2003,2422,5637,4,0,0,11770.95,513546.2,1563327.0
3216,186.011,5120,2000,2405,10060,4,1,0,18749.5,596344.8,1532906.0
3218,175.122,2628,2002,2822,9232,4,0,0,21940.76,490264.2,1587653.0
3219,100.32,8758,2003,1106,721,2,0,0,10112.55,518248.1,1559844.0
3220,92.982,9805,2004,1076,3200,3,10,0,7437.55,536092.3,1555475.0
3222,158.717,1206,2004,1698,8365,3,10,1,16705.71,535113.4,1476271.0
3223,216.516,7060,2001,2538,10084,4,0,1,13699.96,489880.8,1530300.0
3224,94.93,7757,2000,1246,3240,3,0,0,20490.8,535061.6,1463848.0
3226,244.062,589,2005,1559,7099,3,6,0,10736.39,505080.2,1512225.0
3227,108.748,4292,2001,1302,9823,3,46,0,8591.34,539957.4,1503370.0
3229,184.669,8212,2000,2228,44201,3,3,0,19605.82,499324.4,1584756.0
3231,282.042,1295,2004,2568,8306,3,0,1,13180.84,569824.3,1505661.0
3233,79.474,9271,2000,1474,8320,3,30,0,9532.1,508070.3,1547292.0
3235,117.059,1170,2003,1294,15136,3,25,0,11373.25,568356.0,1514675.0
3236,273.356,9435,2002,2826,11346,4,5,1,21981.61,517493.1,1461071.0
3237,152.268,263,2001,1959,8763,4,1,0,10403.28,548246.4,1499700.0
3238,162.909,1041,2001,1668,15549,3,5,1,14594.37,487008.4,1528508.0
3241,145.035,2227,2004,987,8963,2,54,0,3514.33,527449.6,1539956.0
3243,153.461,9017,2004,1480,2403,3,0,0,22330.12,473619.9,1490806.0
3244,95.699,8720,2000,1418,8250,3,18,0,9212.23,513370.7,1552389.0
3246,150.25,5290,2002,1443,9074,3,0,0,21299.37,604062.9,1521392.0
3247,223.359,7943,2004,3000,6358,5,4,0,19333.06,529530.9,1467870.0
3248,517.079,1039,2003,3703,18963,4,1,1,20087.84,472229.3,1510439.0
3249,215.335,5192,2001,2778,11617,4,2,0,13401.64,490870.4,1529854.0
3250,230.589,4552,2004,2556,9600,4,11,0,16334.47,481387.8,1526954.0
3251,147.959,3492,2003,2250,5582,4,0,0,21399.8,600830.5,1555128.0
3252,137.474,9860,2002,1581,8367,3,17,0,17294.09,521982.1,1475814.0
3254,224.092,8756,2004,2496,14154,4,17,0,12871.36,501899.8,1504647.0
3255,135.066,611,2000,1812,10647,3,15,0,18405.81,506352.7,1584368.0
3256,172.768,4538,2002,1593,9600,4,33,0,5515.22,542894.1,1514889.0
3257,188.838,9975,2002,2082,6629,3,0,0,15032.71,582552.1,1518555.0
3261,225.726,2668,2001,2313,17869,4,0,0,25144.69,488430.0,1599337.0
3266,266.324,8132,2000,3355,15300,4,0,1,25571.06,490395.6,1602288.0
3268,142.845,8380,2004,1631,9412,3,0,0,21786.8,483569.1,1580941.0
3269,500.502,908,2000,4179,11978,4,2,1,17166.96,495537.6,1490725.0
3272,74.466,4452,2000,1277,12895,3,37,0,3171.75,524803.1,1528324.0
3273,77.806,8198,2001,1242,8888,3,8,0,10611.62,504750.1,1548655.0
3275,54.662,3476,2003,984,2398,2,15,0,21803.7,463284.2,1532069.0
3276,141.013,2775,2004,1489,8152,3,25,1,11251.87,571763.1,1531424.0
3278,95.696,3790,2002,1060,7649,2,11,0,4883.57,544360.0,1518206.0
3279,225.8,347,2004,1973,12622,4,5,1,13801.34,501174.1,1500791.0
3280,258.949,7895,2003,3479,11051,4,0,0,14737.68,492150.6,1553845.0
3283,183.133,2191,2004,1210,8585,3,9,0,5822.01,533024.6,1550119.0
3284,366.107,3829,2003,2679,23927,4,4,1,20499.33,469175.4,1516437.0
3288,69.107,7376,2000,969,11725,2,32,0,7534.5,559514.4,1529528.0
3289,58.33,206,2001,934,7544,2,17,0,9859.8,518948.5,1559288.0
3291,540.811,5566,2004,4133,12150,5,4,1,13621.6,495220.6,1510381.0
3292,116.223,7225,2003,7093,21874,5,-1,1,18137.08,481367.4,1504938.0
3294,584.277,6980,2001,4240,31187,4,16,1,4020.43,532593.5,1544100.0
3295,144.741,6921,2000,1599,5644,3,6,0,12725.94,494017.3,1522255.0
3296,253.031,6055,2004,2248,12182,3,48,0,4389.58,544979.8,1541337.0
3297,72.152,1770,2002,1066,6572,2,19,0,5941.29,549433.2,1517957.0
3299,90.43,3672,2003,1000,11330,3,32,0,6885.64,514951.5,1541830.0
3303,185.577,2580,2005,1598,6552,3,7,0,13586.36,576555.6,1546838.0
3304,159.682,1850,2003,1862,11246,3,18,1,13681.65,497718.4,1505829.0
3305,113.485,3567,2003,1697,9750,3,17,0,11143.62,501265.5,1545609.0
3309,305.195,576,2002,3470,13193,5,0,0,20365.0,468269.4,1525096.0
3310,257.855,1470,2004,2727,5999,5,0,1,14859.08,583503.4,1527980.0
3311,191.009,5372,2005,1825,6344,4,0,0,17667.38,576776.1,1491058.0
3312,164.332,4859,2002,1992,6313,3,0,0,16761.39,587652.4,1515716.0
3313,147.011,3970,2002,1837,3400,3,3,1,20447.34,537349.8,1464037.0
3315,118.823,290,2003,1425,5502,3,21,0,9603.68,566328.9,1532385.0
3316,185.311,5763,2004,2178,8360,4,0,0,18789.07,473208.2,1528972.0
3319,104.079,3587,2002,1323,9000,3,15,0,12471.13,504826.7,1558930.0
3320,74.866,1761,2000,1288,15242,3,37,1,7220.15,538154.1,1554560.0
3324,67.615,5217,2002,1388,10102,2,44,0,8988.98,562558.3,1541189.0
3326,47.285,1483,2003,1330,7730,3,41,0,4252.07,527092.0,1519489.0
3328,168.218,6665,2004,2293,10055,4,9,1,21072.09,539774.6,1462116.0
3330,61.6,3272,2002,1136,6751,2,14,0,11104.29,514408.3,1561278.0
3331,139.892,941,2003,1444,5080,3,0,0,14333.36,579645.5,1516778.0
3333,147.976,4514,2001,1829,10486,4,0,0,11365.72,517010.4,1563867.0
3336,181.225,8541,2005,1260,10390,3,49,0,6717.7,551329.4,1545728.0
3337,169.212,7419,2004,1919,35170,4,7,1,12706.15,504580.9,1559796.0
3338,130.066,8287,2003,1732,16924,3,14,0,13904.19,495044.9,1553436.0
3339,118.762,7424,2004,1138,8244,3,46,0,5186.39,523297.7,1518584.0
3342,322.967,6601,2004,2957,13317,4,0,0,26899.83,484573.5,1603677.0
3348,89.472,4283,2000,1445,9704,4,30,0,7156.91,513958.1,1541859.0
3350,213.186,2870,2002,2162,7162,3,0,1,20900.02,509416.3,1467389.0
3351,227.452,1412,2004,1874,16592,3,23,1,12323.14,499574.9,1511290.0
3352,267.578,1740,2002,3282,16233,4,4,1,10007.4,542371.8,1499130.0
3354,136.906,5287,2001,2060,11028,4,13,0,14385.78,581326.6,1522865.0
3355,94.945,1071,2001,1440,48494,4,23,0,9874.85,566442.3,1524330.0
3358,137.552,7721,2000,1778,5255,3,15,0,7012.54,553477.7,1517612.0
3362,92.467,2233,2001,1807,9164,4,43,0,8008.78,509477.1,1538010.0
3365,169.398,9558,2004,1854,5374,3,0,0,21128.68,603695.6,1539278.0
3367,158.48,9893,2003,1770,6340,3,8,0,17970.42,593516.6,1525177.0
3369,204.484,3109,2002,2276,11392,4,7,0,21152.38,516582.7,1464119.0
3371,117.703,3046,2001,1487,6035,3,0,0,18050.81,593881.1,1535927.0
3372,493.285,1383,2004,3427,12150,3,0,1,16848.25,480168.6,1522792.0
3373,122.546,605,2004,1173,8004,3,46,0,7823.67,560295.0,1527756.0
3375,160.998,9593,2004,1227,2665,2,0,0,15380.11,581395.6,1511600.0
3376,159.776,8952,2003,2388,10800,4,11,0,31178.04,636173.7,1516915.0
3377,187.492,241,2001,2096,9002,4,0,0,16571.74,480481.1,1529221.0
3378,196.481,3849,2002,2174,6136,3,3,0,21216.29,604017.3,1523194.0
3379,243.265,3603,2000,2396,13158,4,0,1,9545.38,504215.5,1524481.0
3381,91.439,6180,2001,1289,6332,3,0,0,29457.94,630572.3,1517622.0
3382,614.374,3797,2004,3140,27355,4,31,1,6147.2,541105.6,1511922.0
3383,124.59,8403,2001,1542,7098,3,6,0,9766.2,565502.0,1521772.0
3384,147.391,5497,2003,2250,9835,4,0,0,21363.45,600721.6,1555079.0
3386,117.885,3575,2001,1561,7453,3,8,0,16863.77,590088.0,1527865.0
3388,162.989,5528,2004,1664,8162,3,7,0,13847.32,491075.5,1543359.0
3389,177.583,2777,2005,1965,11901,3,16,1,13321.97,503974.5,1562073.0
